,Account,Date,Text,Compound,Positive,Neutral,Negative
127,@CBS,2018-03-09 18:27:28+00:00,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",0.8658,0.447,0.553,0.0
128,@CBS,2018-03-09 16:02:27+00:00,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,0.0,0.0,1.0,0.0
129,@CBS,2018-03-08 18:00:49+00:00,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,0.8625,0.336,0.664,0.0
130,@CBS,2018-03-08 17:03:04+00:00,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,0.4926,0.132,0.868,0.0
131,@CBS,2018-03-07 18:39:10+00:00,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. 🔥 Here's what critics are saying about #TheGoodF…",-0.2023,0.15,0.619,0.23
132,@CBS,2018-03-07 17:06:02+00:00,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,1.0,0.0
133,@CBS,2018-03-06 18:10:59+00:00,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.6705,0.244,0.756,0.0
134,@CBS,2018-03-05 22:16:43+00:00,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.3818,0.167,0.833,0.0
135,@CBS,2018-03-04 08:05:26+00:00,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.4404,0.116,0.884,0.0
136,@CBS,2018-03-03 20:55:20+00:00,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,1.0,0.0
137,@CBS,2018-03-02 22:30:01+00:00,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.7096,0.247,0.753,0.0
138,@CBS,2018-03-02 20:30:01+00:00,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.7096,0.282,0.718,0.0
139,@CBS,2018-03-02 18:45:00+00:00,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.4939,0.151,0.849,0.0
140,@CBS,2018-03-01 18:59:01+00:00,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,-0.6981,0.0,0.79,0.21
141,@CBS,2018-03-01 18:12:57+00:00,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.4547,0.159,0.749,0.092
142,@CBS,2018-03-01 18:11:50+00:00,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.8591,0.538,0.462,0.0
143,@CBS,2018-03-01 18:10:50+00:00,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.4885,0.234,0.615,0.151
144,@CBS,2018-03-01 14:36:21+00:00,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.5994,0.178,0.822,0.0
145,@CBS,2018-03-01 14:29:20+00:00,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.7717,0.325,0.675,0.0
146,@CBS,2018-03-01 14:15:29+00:00,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.6908,0.275,0.725,0.0
147,@CBS,2018-03-01 13:50:11+00:00,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,1.0,0.0
148,@CBS,2018-03-01 01:04:52+00:00,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,1.0,0.0
149,@CBS,2018-02-28 19:56:58+00:00,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,1.0,0.0
150,@CBS,2018-02-28 19:08:30+00:00,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.884,0.0
151,@CBS,2018-02-27 03:23:47+00:00,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.848,0.0
152,@CBS,2018-02-26 22:50:32+00:00,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,1.0,0.0
153,@CBS,2018-02-26 21:08:30+00:00,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,1.0,0.0
154,@CBS,2018-02-26 19:53:41+00:00,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.4482,0.105,0.895,0.0
155,@CBS,2018-02-26 18:32:36+00:00,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.734,0.0
156,@CBS,2018-02-26 18:20:16+00:00,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.571,0.0
157,@CBS,2018-02-26 16:53:56+00:00,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.816,0.184
158,@CBS,2018-02-26 16:52:01+00:00,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0
159,@CBS,2018-02-26 16:17:55+00:00,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0
160,@CBS,2018-02-26 01:12:32+00:00,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.769,0.0
161,@CBS,2018-02-25 21:51:32+00:00,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0
162,@CBS,2018-02-25 21:51:22+00:00,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0
163,@CBS,2018-02-23 18:15:40+00:00,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.845,0.0
164,@CBS,2018-02-22 19:26:52+00:00,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0
165,@CBS,2018-02-21 19:20:04+00:00,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0
166,@CBS,2018-02-21 18:19:25+00:00,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.752,0.0
167,@CBS,2018-02-20 19:55:19+00:00,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.884,0.0
168,@CBS,2018-02-20 17:58:18+00:00,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.881,0.119
169,@CBS,2018-02-20 17:39:51+00:00,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.872,0.0
170,@CBS,2018-02-17 01:07:20+00:00,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.773,0.0
171,@CBS,2018-02-16 18:42:43+00:00,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.892,0.0
172,@CBS,2018-02-16 17:48:20+00:00,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.752,0.0
173,@CBS,2018-02-14 19:23:27+00:00,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.534,0.0
174,@CBS,2018-02-13 20:03:56+00:00,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0
175,@CBS,2018-02-13 18:54:52+00:00,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.748,0.0
176,@CBS,2018-02-12 18:49:45+00:00,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0
177,@CBS,2018-02-12 01:32:33+00:00,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0
178,@CBS,2018-02-09 00:50:01+00:00,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.696,0.0
179,@CBS,2018-02-08 16:09:35+00:00,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.814,0.186
180,@CBS,2018-02-07 18:35:19+00:00,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.934,0.0
181,@CBS,2018-02-07 16:17:48+00:00,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.536,0.152
182,@CBS,2018-02-06 22:21:39+00:00,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,1.0,0.0
183,@CBS,2018-02-06 17:05:49+00:00,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.121,0.773,0.106
184,@CBS,2018-02-04 15:35:36+00:00,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,1.0,0.0
185,@CBS,2018-02-04 12:00:01+00:00,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.118,0.882,0.0
186,@CBS,2018-02-03 23:11:43+00:00,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,1.0,0.0
187,@CBS,2018-02-03 12:00:07+00:00,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.338,0.662,0.0
188,@CBS,2018-02-02 22:36:13+00:00,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.0,0.925,0.075
189,@CBS,2018-02-02 20:07:40+00:00,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.144,0.856,0.0
190,@CBS,2018-02-02 19:03:33+00:00,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.124,0.876,0.0
191,@CBS,2018-02-02 17:23:18+00:00,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.166,0.834,0.0
192,@CBS,2018-02-01 22:04:41+00:00,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,1.0,0.0
193,@CBS,2018-02-01 20:09:49+00:00,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,1.0,0.0
194,@CBS,2018-01-31 21:42:15+00:00,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.088,0.912,0.0
195,@CBS,2018-01-31 17:05:47+00:00,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,0.135,0.75,0.115
196,@CBS,2018-01-31 16:37:17+00:00,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,0.188,0.812,0.0
197,@CBS,2018-01-31 06:55:30+00:00,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,0.126,0.779,0.095
198,@CBS,2018-01-31 02:15:16+00:00,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,0.179,0.569,0.252
199,@CBS,2018-01-31 01:58:40+00:00,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,0.0,0.744,0.256
200,@CNN,2018-03-14 18:20:09+00:00,These students did not walk out to protest tougher gun laws https://t.co/IQi2WHdZhJ https://t.co/UraVh97v39,-0.4019,0.106,0.621,0.273
201,@CNN,2018-03-14 18:09:00+00:00,"Students at a Los Angeles school held a die-in spelling #ENOUGH with their bodies as a gong sounded 17 times, one f… https://t.co/TkKSrs07tM",0.0,0.0,1.0,0.0
202,@CNN,2018-03-14 18:08:00+00:00,Stephen Hawking became a pop culture icon by explaining the mysteries of the universe to a mass audience -- while r… https://t.co/uGY4iasCvn,0.0,0.0,1.0,0.0
203,@CNN,2018-03-14 17:57:40+00:00,JUST IN: Attorney General Jeff Sessions is considering firing former FBI Deputy Director Andrew McCabe. He is set t… https://t.co/SQCzdPxonz,-0.34,0.0,0.888,0.112
204,@CNN,2018-03-14 17:50:06+00:00,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/RMFefnbuG6,-0.2732,0.0,0.916,0.084
205,@CNN,2018-03-14 17:46:00+00:00,"Munich, Germany, is a long way from the ocean and it's pretty darn cold this time of year, but that doesn't stop so… https://t.co/uut7kS4tmq",0.5318,0.174,0.826,0.0
206,@CNN,2018-03-14 17:39:05+00:00,The White House is trying to distance itself from a poor showing by the Republican candidate in the Pennsylvania's… https://t.co/jewBjWD74N,-0.4767,0.0,0.853,0.147
207,@CNN,2018-03-14 17:29:30+00:00,"Across the United States, students are walking out of school to say enough is enough with regards to gun violence a… https://t.co/Bj3mMv1FLy",-0.5719,0.099,0.671,0.23
208,@CNN,2018-03-14 17:16:15+00:00,BREAKING: President Trump names economist and conservative media analyst Larry Kudlow to head National Economic Cou… https://t.co/t9YrV95Z2Z,0.0,0.0,1.0,0.0
209,@CNN,2018-03-14 16:45:06+00:00,"""I'll control my own guns, thank you,"" the NRA tweeted as thousands of students walked out of schools across the na… https://t.co/XnSs9fin1o",0.3612,0.106,0.894,0.0
210,@CNN,2018-03-14 16:34:29+00:00,Former Trump campaign aide Sam Nunberg says he warned Roger Stone about associating with WikiLeaks founder Julian A… https://t.co/hFEXvQFVvd,-0.2732,0.0,0.896,0.104
211,@CNN,2018-03-14 16:23:41+00:00,RT @CNNPhotos: Stephen Hawking’s life in pictures: https://t.co/xdfuPBDhZm https://t.co/Ri2WD2w7H1,0.0,0.0,1.0,0.0
212,@CNN,2018-03-14 16:15:01+00:00,"Students in Littleton, Colorado — the site of the 1999 Columbine high school shooting — 
 are walking out of school… https://t.co/cBtYXrO0QK",0.0,0.0,1.0,0.0
213,@CNN,2018-03-14 16:02:02+00:00,"First lady Melania Trump is making steps toward a campaign against cyberbullying, hosting tech leaders at the White… https://t.co/SL6YfDGNSa",0.0,0.0,1.0,0.0
214,@CNN,2018-03-14 15:57:10+00:00,These New York City elementary school students sang “Put a Little Love in Your Heart” during their walkout protest… https://t.co/MCzUeksxDl,0.3832,0.168,0.733,0.099
215,@CNN,2018-03-14 15:44:17+00:00,So what do the students want? Here are the 3 most common demands from those marching out of class this morning to d… https://t.co/QqYC3sXXV2,0.0772,0.056,0.944,0.0
216,@CNN,2018-03-14 15:29:37+00:00,"Students across the country are walking out of school to protest in solidarity with students in Parkland, Florida… https://t.co/kxw7EyasbD",0.0516,0.104,0.802,0.094
217,@CNN,2018-03-14 15:18:56+00:00,"""People who boast about their IQ are losers.""

As well as being one of the world's most renowned scientists, Stephe… https://t.co/cXptnRSdrT",0.2732,0.095,0.905,0.0
218,@CNN,2018-03-14 15:00:06+00:00,This Georgia school district doesn't support the student walkouts. The parents do. https://t.co/K9OMHMeXf7 https://t.co/xIaCJrTnKv,-0.4512,0.0,0.752,0.248
219,@CNN,2018-03-14 14:55:08+00:00,"So, HUD lied about buying Ben Carson's $31,000 dining room set? | Analysis by @CillizzaCNN https://t.co/69N62wAUbe https://t.co/CnWBvn4ko0",-0.4364,0.0,0.839,0.161
220,@CNN,2018-03-14 18:20:09+00:00,These students did not walk out to protest tougher gun laws https://t.co/IQi2WHdZhJ https://t.co/UraVh97v39,-0.4019,0.106,0.621,0.273
221,@CNN,2018-03-14 18:09:00+00:00,"Students at a Los Angeles school held a die-in spelling #ENOUGH with their bodies as a gong sounded 17 times, one f… https://t.co/TkKSrs07tM",0.0,0.0,1.0,0.0
222,@CNN,2018-03-14 18:08:00+00:00,Stephen Hawking became a pop culture icon by explaining the mysteries of the universe to a mass audience -- while r… https://t.co/uGY4iasCvn,0.0,0.0,1.0,0.0
223,@CNN,2018-03-14 17:57:40+00:00,JUST IN: Attorney General Jeff Sessions is considering firing former FBI Deputy Director Andrew McCabe. He is set t… https://t.co/SQCzdPxonz,-0.34,0.0,0.888,0.112
224,@CNN,2018-03-14 17:50:06+00:00,About half of all plants and animals in 35 of the world's most biodiverse places are at risk of extinction due to c… https://t.co/RMFefnbuG6,-0.2732,0.0,0.916,0.084
225,@CNN,2018-03-14 17:46:00+00:00,"Munich, Germany, is a long way from the ocean and it's pretty darn cold this time of year, but that doesn't stop so… https://t.co/uut7kS4tmq",0.5318,0.174,0.826,0.0
226,@CNN,2018-03-14 17:39:05+00:00,The White House is trying to distance itself from a poor showing by the Republican candidate in the Pennsylvania's… https://t.co/jewBjWD74N,-0.4767,0.0,0.853,0.147
227,@CNN,2018-03-14 17:29:30+00:00,"Across the United States, students are walking out of school to say enough is enough with regards to gun violence a… https://t.co/Bj3mMv1FLy",-0.5719,0.099,0.671,0.23
228,@CNN,2018-03-14 17:16:15+00:00,BREAKING: President Trump names economist and conservative media analyst Larry Kudlow to head National Economic Cou… https://t.co/t9YrV95Z2Z,0.0,0.0,1.0,0.0
229,@CNN,2018-03-14 16:45:06+00:00,"""I'll control my own guns, thank you,"" the NRA tweeted as thousands of students walked out of schools across the na… https://t.co/XnSs9fin1o",0.3612,0.106,0.894,0.0
230,@CNN,2018-03-14 16:34:29+00:00,Former Trump campaign aide Sam Nunberg says he warned Roger Stone about associating with WikiLeaks founder Julian A… https://t.co/hFEXvQFVvd,-0.2732,0.0,0.896,0.104
231,@CNN,2018-03-14 16:23:41+00:00,RT @CNNPhotos: Stephen Hawking’s life in pictures: https://t.co/xdfuPBDhZm https://t.co/Ri2WD2w7H1,0.0,0.0,1.0,0.0
232,@CNN,2018-03-14 16:15:01+00:00,"Students in Littleton, Colorado — the site of the 1999 Columbine high school shooting — 
 are walking out of school… https://t.co/cBtYXrO0QK",0.0,0.0,1.0,0.0
233,@CNN,2018-03-14 16:02:02+00:00,"First lady Melania Trump is making steps toward a campaign against cyberbullying, hosting tech leaders at the White… https://t.co/SL6YfDGNSa",0.0,0.0,1.0,0.0
234,@CNN,2018-03-14 15:57:10+00:00,These New York City elementary school students sang “Put a Little Love in Your Heart” during their walkout protest… https://t.co/MCzUeksxDl,0.3832,0.168,0.733,0.099
235,@CNN,2018-03-14 15:44:17+00:00,So what do the students want? Here are the 3 most common demands from those marching out of class this morning to d… https://t.co/QqYC3sXXV2,0.0772,0.056,0.944,0.0
236,@CNN,2018-03-14 15:29:37+00:00,"Students across the country are walking out of school to protest in solidarity with students in Parkland, Florida… https://t.co/kxw7EyasbD",0.0516,0.104,0.802,0.094
237,@CNN,2018-03-14 15:18:56+00:00,"""People who boast about their IQ are losers.""

As well as being one of the world's most renowned scientists, Stephe… https://t.co/cXptnRSdrT",0.2732,0.095,0.905,0.0
238,@CNN,2018-03-14 15:00:06+00:00,This Georgia school district doesn't support the student walkouts. The parents do. https://t.co/K9OMHMeXf7 https://t.co/xIaCJrTnKv,-0.4512,0.0,0.752,0.248
239,@CNN,2018-03-14 14:55:08+00:00,"So, HUD lied about buying Ben Carson's $31,000 dining room set? | Analysis by @CillizzaCNN https://t.co/69N62wAUbe https://t.co/CnWBvn4ko0",-0.4364,0.0,0.839,0.161
240,@CNN,2018-03-14 14:53:11+00:00,RT @ryanobles: Student protesters have arrived at the US Capitol after marching from the White House. They are calling for     changes to t…,-0.2263,0.0,0.921,0.079
241,@CNN,2018-03-14 14:45:10+00:00,"""Be a nuisance when it counts"": Broward County's school superintendent @RobertwRuncie tweeted this quote from Marjo… https://t.co/ECwZAFtEQe",0.0,0.0,1.0,0.0
242,@CNN,2018-03-14 14:35:04+00:00,"Ryan Petty lost his daughter Alaina in the Florida school shooting. He says, to effect change, people should consid… https://t.co/VnzSueF0Sx",-0.4767,0.0,0.814,0.186
243,@CNN,2018-03-14 14:26:00+00:00,RT @ryanobles: Long line of parents/students wait for an opportunity to get into a Senate hearing on gun violence. They have already set up…,-0.5719,0.096,0.683,0.222
244,@CNN,2018-03-14 14:25:08+00:00,"It's more than just a simple choice in clothing. It's meant to send a powerful message.

Here's why kids are wearin… https://t.co/FNmkhu6nTP",0.4215,0.128,0.872,0.0
245,@CNN,2018-03-14 14:14:44+00:00,Parkland student on the nationwide school walkout: “It shows the impact that we’re making and it really shows us th… https://t.co/ELclCZ561D,-0.3182,0.0,0.897,0.103
246,@CNN,2018-03-14 14:09:34+00:00,"“Yeah, I’m voting. I’m 18… politicians have failed us… the gun laws in America are absolutely absurd”: Students in… https://t.co/fsuQGsgHyS",-0.6908,0.0,0.759,0.241
247,@CNN,2018-03-14 13:59:50+00:00,"“We want change!”: Students are marching in New Jersey, New York and at the White House to protest gun violence in… https://t.co/zFJu54HZyi",-0.8172,0.046,0.641,0.313
